title,id,arxiv_url,published,summary,citations
12 mJ per Class On-Device Online Few-Shot Class-Incremental Learning,2403.07851v1,http://arxiv.org/abs/2403.07851v1,2024-03-12 17:43:20+00:00,"Few-Shot Class-Incremental Learning (FSCIL) enables machine learning systems
to expand their inference capabilities to new classes using only a few labeled
examples, without forgetting the previously learned classes. Classical
backpropagation-based learning and its variants are often unsuitable for
battery-powered, memory-constrained systems at the extreme edge. In this work,
we introduce Online Few-Shot Class-Incremental Learning (O-FSCIL), based on a
lightweight model consisting of a pretrained and metalearned feature extractor
and an expandable explicit memory storing the class prototypes. The
architecture is pretrained with a novel feature orthogonality regularization
and metalearned with a multi-margin loss. For learning a new class, our
approach extends the explicit memory with novel class prototypes, while the
remaining architecture is kept frozen. This allows learning previously unseen
classes based on only a few examples with one single pass (hence online).
O-FSCIL obtains an average accuracy of 68.62% on the FSCIL CIFAR100 benchmark,
achieving state-of-the-art results. Tailored for ultra-low-power platforms, we
implement O-FSCIL on the 60 mW GAP9 microcontroller, demonstrating online
learning capabilities within just 12 mJ per new class.",0
Iterative Graph Neural Network Enhancement via Frequent Subgraph Mining of Explanations,2403.07849v1,http://arxiv.org/abs/2403.07849v1,2024-03-12 17:41:27+00:00,"We formulate an XAI-based model improvement approach for Graph Neural
Networks (GNNs) for node classification, called Explanation Enhanced Graph
Learning (EEGL). The goal is to improve predictive performance of GNN using
explanations. EEGL is an iterative self-improving algorithm, which starts with
a learned ""vanilla"" GNN, and repeatedly uses frequent subgraph mining to find
relevant patterns in explanation subgraphs. These patterns are then filtered
further to obtain application-dependent features corresponding to the presence
of certain subgraphs in the node neighborhoods. Giving an application-dependent
algorithm for such a subgraph-based extension of the Weisfeiler-Leman (1-WL)
algorithm has previously been posed as an open problem. We present experimental
evidence, with synthetic and real-world data, which show that EEGL outperforms
related approaches in predictive performance and that it has a
node-distinguishing power beyond that of vanilla GNNs. We also analyze EEGL's
training dynamics.",0
Hyper-density functional theory of soft matter,2403.07845v1,http://arxiv.org/abs/2403.07845v1,2024-03-12 17:37:41+00:00,"We present a scheme for investigating arbitrary thermal observables in
spatially inhomogeneous many-body systems. Extending the equilibrium ensemble
yields any given observable as an explicit hyper-density functional. Associated
local fluctuation profiles follow from an exact hyper-Ornstein-Zernike
equation. Simulation-based supervised machine learning trains neural networks
that act as hyper-direct correlation functionals which facilitate efficient and
accurate predictions. We exemplify the approach for the cluster statistics of
hard rods and square well particles. The theory provides access to complex
order parameters, as is impossible in standard density functional theory.",0
A Machine learning and Empirical Bayesian Approach for Predictive Buying in B2B E-commerce,2403.07843v1,http://arxiv.org/abs/2403.07843v1,2024-03-12 17:32:52+00:00,"In the context of developing nations like India, traditional business to
business (B2B) commerce heavily relies on the establishment of robust
relationships, trust, and credit arrangements between buyers and sellers.
Consequently, ecommerce enterprises frequently. Established in 2016 with a
vision to revolutionize trade in India through technology, Udaan is the
countrys largest business to business ecommerce platform. Udaan operates across
diverse product categories, including lifestyle, electronics, home and employ
telecallers to cultivate buyer relationships, streamline order placement
procedures, and promote special promotions. The accurate anticipation of buyer
order placement behavior emerges as a pivotal factor for attaining sustainable
growth, heightening competitiveness, and optimizing the efficiency of these
telecallers. To address this challenge, we have employed an ensemble approach
comprising XGBoost and a modified version of Poisson Gamma model to predict
customer order patterns with precision. This paper provides an in-depth
exploration of the strategic fusion of machine learning and an empirical
Bayesian approach, bolstered by the judicious selection of pertinent features.
This innovative approach has yielded a remarkable 3 times increase in customer
order rates, show casing its potential for transformative impact in the
ecommerce industry.",0
Quantifying and Mitigating Privacy Risks for Tabular Generative Models,2403.07842v1,http://arxiv.org/abs/2403.07842v1,2024-03-12 17:27:49+00:00,"Synthetic data from generative models emerges as the privacy-preserving
data-sharing solution. Such a synthetic data set shall resemble the original
data without revealing identifiable private information. The backbone
technology of tabular synthesizers is rooted in image generative models,
ranging from Generative Adversarial Networks (GANs) to recent diffusion models.
Recent prior work sheds light on the utility-privacy tradeoff on tabular data,
revealing and quantifying privacy risks on synthetic data. We first conduct an
exhaustive empirical analysis, highlighting the utility-privacy tradeoff of
five state-of-the-art tabular synthesizers, against eight privacy attacks, with
a special focus on membership inference attacks. Motivated by the observation
of high data quality but also high privacy risk in tabular diffusion, we
propose DP-TLDM, Differentially Private Tabular Latent Diffusion Model, which
is composed of an autoencoder network to encode the tabular data and a latent
diffusion model to synthesize the latent tables. Following the emerging f-DP
framework, we apply DP-SGD to train the auto-encoder in combination with batch
clipping and use the separation value as the privacy metric to better capture
the privacy gain from DP algorithms. Our empirical evaluation demonstrates that
DP-TLDM is capable of achieving a meaningful theoretical privacy guarantee
while also significantly enhancing the utility of synthetic data. Specifically,
compared to other DP-protected tabular generative models, DP-TLDM improves the
synthetic quality by an average of 35% in data resemblance, 15% in the utility
for downstream tasks, and 50% in data discriminability, all while preserving a
comparable level of privacy risk.",0
MPCPA: Multi-Center Privacy Computing with Predictions Aggregation based on Denoising Diffusion Probabilistic Model,2403.07838v1,http://arxiv.org/abs/2403.07838v1,2024-03-12 17:21:46+00:00,"Privacy-preserving computing is crucial for multi-center machine learning in
many applications such as healthcare and finance. In this paper a Multi-center
Privacy Computing framework with Predictions Aggregation (MPCPA) based on
denoising diffusion probabilistic model (DDPM) is proposed, in which
conditional diffusion model training, DDPM data generation, a classifier, and
strategy of prediction aggregation are included. Compared to federated
learning, this framework necessitates fewer communications and leverages
high-quality generated data to support robust privacy computing. Experimental
validation across multiple datasets demonstrates that the proposed framework
outperforms classic federated learning and approaches the performance of
centralized learning with original data. Moreover, our approach demonstrates
robust security, effectively addressing challenges such as image memorization
and membership inference attacks. Our experiments underscore the efficacy of
the proposed framework in the realm of privacy computing, with the code set to
be released soon.",0
When Eye-Tracking Meets Machine Learning: A Systematic Review on Applications in Medical Image Analysis,2403.07834v1,http://arxiv.org/abs/2403.07834v1,2024-03-12 17:17:20+00:00,"Eye-gaze tracking research offers significant promise in enhancing various
healthcare-related tasks, above all in medical image analysis and
interpretation. Eye tracking, a technology that monitors and records the
movement of the eyes, provides valuable insights into human visual attention
patterns. This technology can transform how healthcare professionals and
medical specialists engage with and analyze diagnostic images, offering a more
insightful and efficient approach to medical diagnostics. Hence, extracting
meaningful features and insights from medical images by leveraging eye-gaze
data improves our understanding of how radiologists and other medical experts
monitor, interpret, and understand images for diagnostic purposes. Eye-tracking
data, with intricate human visual attention patterns embedded, provides a
bridge to integrating artificial intelligence (AI) development and human
cognition. This integration allows novel methods to incorporate domain
knowledge into machine learning (ML) and deep learning (DL) approaches to
enhance their alignment with human-like perception and decision-making.
Moreover, extensive collections of eye-tracking data have also enabled novel
ML/DL methods to analyze human visual patterns, paving the way to a better
understanding of human vision, attention, and cognition. This systematic review
investigates eye-gaze tracking applications and methodologies for enhancing
ML/DL algorithms for medical image analysis in depth.",0
The Missing Piece in Model Editing: A Deep Dive into the Hidden Damage Brought By Model Editing,2403.07825v1,http://arxiv.org/abs/2403.07825v1,2024-03-12 17:04:28+00:00,"Large Language Models have revolutionized numerous tasks with their
remarkable efficacy.However, the editing of these models, crucial for
rectifying outdated or erroneous information, often leads to a complex issue
known as the ripple effect in the hidden space. This effect, while difficult to
detect, can significantly impede the efficacy of model editing tasks and
deteriorate model performance.This paper addresses this scientific challenge by
proposing a novel evaluation methodology, Graphical Outlier Relation based
Assessment(GORA), which quantitatively evaluates the adaptations of the model
and the subsequent impact of editing. Furthermore, we introduce the Selective
Outlier Re-Editing Approach(SORA), a model editing method designed to mitigate
this ripple effect. Our comprehensive evaluations reveal that the ripple effect
in the hidden space is a significant issue in all current model editing
methods. However, our proposed methods, GORA and SORA, effectively identify and
alleviate this issue, respectively, contributing to the advancement of LLM
editing techniques.",0
Fusing Climate Data Products using a Spatially Varying Autoencoder,2403.07822v1,http://arxiv.org/abs/2403.07822v1,2024-03-12 17:03:07+00:00,"Autoencoders are powerful machine learning models used to compress
information from multiple data sources. However, autoencoders, like all
artificial neural networks, are often unidentifiable and uninterpretable. This
research focuses on creating an identifiable and interpretable autoencoder that
can be used to meld and combine climate data products. The proposed autoencoder
utilizes a Bayesian statistical framework, allowing for probabilistic
interpretations while also varying spatially to capture useful spatial patterns
across the various data products. Constraints are placed on the autoencoder as
it learns patterns in the data, creating an interpretable consensus that
includes the important features from each input. We demonstrate the utility of
the autoencoder by combining information from multiple precipitation products
in High Mountain Asia.",0
A Novel Feature Learning-based Bio-inspired Neural Network for Real-time Collision-free Rescue of Multi-Robot Systems,2403.08238v1,http://arxiv.org/abs/2403.08238v1,2024-03-13 04:43:10+00:00,"Natural disasters and urban accidents drive the demand for rescue robots to
provide safer, faster, and more efficient rescue trajectories. In this paper, a
feature learning-based bio-inspired neural network (FLBBINN) is proposed to
quickly generate a heuristic rescue path in complex and dynamic environments,
as traditional approaches usually cannot provide a satisfactory solution to
real-time responses to sudden environmental changes. The neurodynamic model is
incorporated into the feature learning method that can use environmental
information to improve path planning strategies. Task assignment and
collision-free rescue trajectory are generated through robot poses and the
dynamic landscape of neural activity. A dual-channel scale filter, a neural
activity channel, and a secondary distance fusion are employed to extract and
filter feature neurons. After completion of the feature learning process, a
neurodynamics-based feature matrix is established to quickly generate the new
heuristic rescue paths with parameter-driven topological adaptability. The
proposed FLBBINN aims to reduce the computational complexity of the neural
network-based approach and enable the feature learning method to achieve
real-time responses to environmental changes. Several simulations and
experiments have been conducted to evaluate the performance of the proposed
FLBBINN. The results show that the proposed FLBBINN would significantly improve
the speed, efficiency, and optimality for rescue operations.",0
Scattered Mixture-of-Experts Implementation,2403.08245v1,http://arxiv.org/abs/2403.08245v1,2024-03-13 05:00:23+00:00,"We present ScatterMoE, an implementation of Sparse Mixture-of-Experts (SMoE)
on GPUs. ScatterMoE builds upon existing implementations, and overcoming some
of the limitations to improve inference and training speed, and memory
footprint. This implementation achieves this by avoiding padding and making
excessive copies of the input. We introduce ParallelLinear, the main component
we use to build our implementation and the various kernels used to speed up the
operation. We benchmark our implementation against Megablocks, and show that it
enables a higher throughput and lower memory footprint. We also show how
ParallelLinear enables extension of the Mixture-of-Experts concept by
demonstrating with an implementation of Mixture of Attention.",0
Elastic shape analysis computations for clustering left atrial appendage geometries of atrial fibrillation patients,2403.08685v1,http://arxiv.org/abs/2403.08685v1,2024-03-13 16:42:05+00:00,"Morphological variations in the left atrial appendage (LAA) are associated
with different levels of ischemic stroke risk for patients with atrial
fibrillation (AF). Studying LAA morphology can elucidate mechanisms behind this
association and lead to the development of advanced stroke risk stratification
tools. However, current categorical descriptions of LAA morphologies are
qualitative and inconsistent across studies, which impedes advancements in our
understanding of stroke pathogenesis in AF. To mitigate these issues, we
introduce a quantitative pipeline that combines elastic shape analysis with
unsupervised learning for the categorization of LAA morphology in AF patients.
As part of our pipeline, we compute pairwise elastic distances between LAA
meshes from a cohort of 20 AF patients, and leverage these distances to cluster
our shape data. We demonstrate that our method clusters LAA morphologies based
on distinctive shape features, overcoming the innate inconsistencies of current
LAA categorization systems, and paving the way for improved stroke risk metrics
using objective LAA shape groups.",0
3D Spectrum Mapping and Reconstruction under Multi-Radiation Source Scenarios,2403.08513v1,http://arxiv.org/abs/2403.08513v1,2024-03-13 13:23:37+00:00,"Spectrum map construction, which is crucial in cognitive radio (CR) system,
visualizes the invisible space of the electromagnetic spectrum for
spectrum-resource management and allocation. Traditional reconstruction methods
are generally for two-dimensional (2D) spectrum map and driven by abundant
sampling data. In this paper, we propose a data-model-knowledge-driven
reconstruction scheme to construct the three-dimensional (3D) spectrum map
under multi-radiation source scenarios. We firstly design a maximum and minimum
path loss difference (MMPLD) clustering algorithm to detect the number of
radiation sources in a 3D space. Then, we develop a joint location-power
estimation method based on the heuristic population evolutionary optimization
algorithm. Considering the variation of electromagnetic environment, we
self-learn the path loss (PL) model based on the sampling data. Finally, the 3D
spectrum is reconstructed according to the self-learned PL model and the
extracted knowledge of radiation sources. Simulations show that the proposed 3D
spectrum map reconstruction scheme not only has splendid adaptability to the
environment, but also achieves high spectrum construction accuracy even when
the sampling rate is very low.",0
Consistent Prompting for Rehearsal-Free Continual Learning,2403.08568v2,http://arxiv.org/abs/2403.08568v2,2024-03-13 14:24:09+00:00,"Continual learning empowers models to adapt autonomously to the ever-changing
environment or data streams without forgetting old knowledge. Prompt-based
approaches are built on frozen pre-trained models to learn the task-specific
prompts and classifiers efficiently. Existing prompt-based methods are
inconsistent between training and testing, limiting their effectiveness. Two
types of inconsistency are revealed. Test predictions are made from all
classifiers while training only focuses on the current task classifier without
holistic alignment, leading to Classifier inconsistency. Prompt inconsistency
indicates that the prompt selected during testing may not correspond to the one
associated with this task during training. In this paper, we propose a novel
prompt-based method, Consistent Prompting (CPrompt), for more aligned training
and testing. Specifically, all existing classifiers are exposed to prompt
training, resulting in classifier consistency learning. In addition, prompt
consistency learning is proposed to enhance prediction robustness and boost
prompt selection accuracy. Our Consistent Prompting surpasses its prompt-based
counterparts and achieves state-of-the-art performance on multiple continual
learning benchmarks. Detailed analysis shows that improvements come from more
consistent training and testing.",0
A Novel Implicit Neural Representation for Volume Data,2403.08566v1,http://arxiv.org/abs/2403.08566v1,2024-03-13 14:22:13+00:00,"The storage of medical images is one of the challenges in the medical imaging
field. There are variable works that use implicit neural representation (INR)
to compress volumetric medical images. However, there is room to improve the
compression rate for volumetric medical images. Most of the INR techniques need
a huge amount of GPU memory and a long training time for high-quality medical
volume rendering. In this paper, we present a novel implicit neural
representation to compress volume data using our proposed architecture, that
is, the Lanczos downsampling scheme, SIREN deep network, and SRDenseNet
high-resolution scheme. Our architecture can effectively reduce training time,
and gain a high compression rate while retaining the final rendering quality.
Moreover, it can save GPU memory in comparison with the existing works. The
experiments show that the quality of reconstructed images and training speed
using our architecture is higher than current works which use the SIREN only.
Besides, the GPU memory cost is evidently decreased",0
Deep Learning based Positioning with Multi-task Learning and Uncertainty-based Fusion,2403.08565v1,http://arxiv.org/abs/2403.08565v1,2024-03-13 14:19:38+00:00,"Deep learning (DL) methods have been shown to improve the performance of
several use cases for the fifth-generation (5G) New radio (NR) air interface.
In this paper we investigate user equipment (UE) positioning using the channel
state information (CSI) fingerprints between a UE and multiple base stations
(BSs). In such a setup, a single DL model can be trained for UE positioning
using the CSI fingerprints of the multiple BSs as input. Alternatively, based
on the CSI at each BS, a separate DL model can be trained at each BS and then
the output of the different models are combined to determine the UE's position.
In this work we compare these different fusion techniques and show that fusing
the output of separate models achieves higher positioning accuracy, especially
in a dynamic scenario. We also show that the fusion of multiple outputs further
benefits from considering the uncertainty of the output of the DL model at each
BS. For a more efficient training of the DL model across BSs, we additionally
propose a multi-task learning (MTL) scheme by sharing some parameters across
the models while jointly training all models. This method, not only improves
the accuracy of the individual models, but also of the final combined estimate.
Lastly, we evaluate the reliability of the uncertainty estimation to ascertain
which of the fusion methods provides the highest quality of uncertainty
estimates.",0
Distributed Deep Learning for Modulation Classification in 6G Cell-Free Wireless Networks,2403.08563v1,http://arxiv.org/abs/2403.08563v1,2024-03-13 14:17:34+00:00,"In the evolution of 6th Generation (6G) technology, the emergence of
cell-free networking presents a paradigm shift, revolutionizing user
experiences within densely deployed networks where distributed access points
collaborate. However, the integration of intelligent mechanisms is crucial for
optimizing the efficiency, scalability, and adaptability of these 6G cell-free
networks. One application aiming to optimize spectrum usage is Automatic
Modulation Classification (AMC), a vital component for classifying and
dynamically adjusting modulation schemes. This paper explores different
distributed solutions for AMC in cell-free networks, addressing the training,
computational complexity, and accuracy of two practical approaches. The first
approach addresses scenarios where signal sharing is not feasible due to
privacy concerns or fronthaul limitations. Our findings reveal that maintaining
comparable accuracy is remarkably achievable, yet it comes with an increase in
computational demand. The second approach considers a central model and
multiple distributed models collaboratively classifying the modulation. This
hybrid model leverages diversity gain through signal combining and requires
synchronization and signal sharing. The hybrid model demonstrates superior
performance, achieving a 2.5% improvement in accuracy with equivalent total
computational load. Notably, the hybrid model distributes the computational
load across multiple devices, resulting in a lower individual computational
load.",0
Structural perspective on constraint-based learning of Markov networks,2403.08562v1,http://arxiv.org/abs/2403.08562v1,2024-03-13 14:14:47+00:00,"Markov networks are probabilistic graphical models that employ undirected
graphs to depict conditional independence relationships among variables. Our
focus lies in constraint-based structure learning, which entails learning the
undirected graph from data through the execution of conditional independence
tests. We establish theoretical limits concerning two critical aspects of
constraint-based learning of Markov networks: the number of tests and the sizes
of the conditioning sets. These bounds uncover an exciting interplay between
the structural properties of the graph and the amount of tests required to
learn a Markov network. The starting point of our work is that the graph
parameter maximum pairwise connectivity, $\kappa$, that is, the maximum number
of vertex-disjoint paths connecting a pair of vertices in the graph, is
responsible for the sizes of independence tests required to learn the graph. On
one hand, we show that at least one test with the size of the conditioning set
at least $\kappa$ is always necessary. On the other hand, we prove that any
graph can be learned by performing tests of size at most $\kappa$. This
completely resolves the question of the minimum size of conditioning sets
required to learn the graph. When it comes to the number of tests, our upper
bound on the sizes of conditioning sets implies that every $n$-vertex graph can
be learned by at most $n^{\kappa}$ tests with conditioning sets of sizes at
most $\kappa$. We show that for any upper bound $q$ on the sizes of the
conditioning sets, there exist graphs with $O(n q)$ vertices that require at
least $n^{\Omega(\kappa)}$ tests to learn. This lower bound holds even when the
treewidth and the maximum degree of the graph are at most $\kappa+2$. On the
positive side, we prove that every graph of bounded treewidth can be learned by
a polynomial number of tests with conditioning sets of sizes at most $2\kappa$.",0
Federated Knowledge Graph Unlearning via Diffusion Model,2403.08554v1,http://arxiv.org/abs/2403.08554v1,2024-03-13 14:06:51+00:00,"Federated learning (FL) promotes the development and application of
artificial intelligence technologies by enabling model sharing and
collaboration while safeguarding data privacy. Knowledge graph (KG) embedding
representation provides a foundation for knowledge reasoning and applications
by mapping entities and relations into vector space. Federated KG embedding
enables the utilization of knowledge from diverse client sources while
safeguarding the privacy of local data. However, due to demands such as privacy
protection and the need to adapt to dynamic data changes, investigations into
machine unlearning (MU) have been sparked. However, it is challenging to
maintain the performance of KG embedding models while forgetting the influence
of specific forgotten data on the model. In this paper, we propose FedDM, a
novel framework tailored for machine unlearning in federated knowledge graphs.
Leveraging diffusion models, we generate noisy data to sensibly mitigate the
influence of specific knowledge on FL models while preserving the overall
performance concerning the remaining data. We conduct experimental evaluations
on benchmark datasets to assess the efficacy of the proposed model. Extensive
experiments demonstrate that FedDM yields promising results in knowledge
forgetting.",0
Regret Analysis of Policy Optimization over Submanifolds for Linearly Constrained Online LQG,2403.08553v1,http://arxiv.org/abs/2403.08553v1,2024-03-13 14:06:18+00:00,"Recent advancement in online optimization and control has provided novel
tools to study online linear quadratic regulator (LQR) problems, where cost
matrices are varying adversarially over time. However, the controller
parameterization of existing works may not satisfy practical conditions like
sparsity due to physical connections. In this work, we study online linear
quadratic Gaussian problems with a given linear constraint imposed on the
controller. Inspired by the recent work of [1] which proposed, for a linearly
constrained policy optimization of an offline LQR, a second order method
equipped with a Riemannian metric that emerges naturally in the context of
optimal control problems, we propose online optimistic Newton on manifold
(OONM) which provides an online controller based on the prediction on the first
and second order information of the function sequence. To quantify the proposed
algorithm, we leverage the notion of regret defined as the sub-optimality of
its cumulative cost to that of a (locally) minimizing controller sequence and
provide the regret bound in terms of the path-length of the minimizer sequence.
Simulation results are also provided to verify the property of OONM.",0
"Does one still need to ""shut up and calculate""?",2403.08842v1,http://arxiv.org/abs/2403.08842v1,2024-03-13 14:03:25+00:00,"In learning quantum mechanics, an essential question has always been: How
does one go about developing a ""physical feel"" for quantum phenomena?
Naturally, one needs a basis or ground zero to start from, and that basis must
be unlike anything with which we are already familiar in consequence of our
experiences with the world of classical physics. We argue (channeling Richard
Feynman) that the most elementary and the least cumbersome concept to build
upon is the existence of complex probability amplitudes for physical events. An
event that can take place in multiple alternative ways should be treated by
adding the corresponding amplitudes when the paths are, in principle,
indistinguishable, and by adding the probabilities themselves when the paths
are distinguishable. Once we accept this principle and hone our intuition by
examining quantum phenomena in its light, we will be on the path to
""understanding"" quantum mechanics. Elementary examples from the field of
quantum optics demonstrate how adherence to Feynman's principle could lead to a
better, more ""intuitive"" appreciation for the magic of quantum mechanics.",0
CINA: Conditional Implicit Neural Atlas for Spatio-Temporal Representation of Fetal Brains,2403.08550v1,http://arxiv.org/abs/2403.08550v1,2024-03-13 14:02:42+00:00,"We introduce a conditional implicit neural atlas (CINA) for spatio-temporal
atlas generation from Magnetic Resonance Images (MRI) of the neurotypical and
pathological fetal brain, that is fully independent of affine or non-rigid
registration. During training, CINA learns a general representation of the
fetal brain and encodes subject specific information into latent code. After
training, CINA can construct a faithful atlas with tissue probability maps of
the fetal brain for any gestational age (GA) and anatomical variation covered
within the training domain. Thus, CINA is competent to represent both,
neurotypical and pathological brains. Furthermore, a trained CINA model can be
fit to brain MRI of unseen subjects via test-time optimization of the latent
code. CINA can then produce probabilistic tissue maps tailored to a particular
subject. We evaluate our method on a total of 198 T2 weighted MRI of normal and
abnormal fetal brains from the dHCP and FeTA datasets. We demonstrate CINA's
capability to represent a fetal brain atlas that can be flexibly conditioned on
GA and on anatomical variations like ventricular volume or degree of cortical
folding, making it a suitable tool for modeling both neurotypical and
pathological brains. We quantify the fidelity of our atlas by means of tissue
segmentation and age prediction and compare it to an established baseline. CINA
demonstrates superior accuracy for neurotypical brains and pathological brains
with ventriculomegaly. Moreover, CINA scores a mean absolute error of 0.23
weeks in fetal brain age prediction, further confirming an accurate
representation of fetal brain development.",0
Semantic Segmentation of Solar Radio Spikes at Low Frequencies,2403.08546v1,http://arxiv.org/abs/2403.08546v1,2024-03-13 13:59:40+00:00,"Solar radio spikes are short lived, narrow bandwidth features in low
frequency solar radio observations. The timing of their occurrence and the
number of spikes in a given observation is often unpredictable. The high
temporal and frequency of resolution of modern radio telescopes such as NenuFAR
mean that manually identifying radio spikes is an arduous task. Machine
learning approaches to data exploration in solar radio data is on the rise.
Here we describe a convolutional neural network to identify the per pixel
location of radio spikes as well as determine some simple characteristics of
duration, spectral width and drift rate. The model, which we call SpikeNet, was
trained using an Nvidia Tesla T4 16GB GPU with ~100000 sample spikes in a total
time of 2.2 hours. The segmentation performs well with an intersection over
union in the test set of ~0.85. The root mean squared error for predicted spike
properties is of the order of 23%. Applying the algorithm to unlabelled data
successfully generates segmentation masks although the accuracy of the
predicted properties is less reliable, particularly when more than one spike is
present in the same 64 X 64 pixel time-frequency range. We have successfully
demonstrated that our convolutional neural network can locate and characterise
solar radio spikes in a number of seconds compared to the weeks it would take
for manual identification.",0
Language models scale reliably with over-training and on downstream tasks,2403.08540v1,http://arxiv.org/abs/2403.08540v1,2024-03-13 13:54:00+00:00,"Scaling laws are useful guides for developing language models, but there are
still gaps between current scaling studies and how language models are
ultimately trained and evaluated. For instance, scaling is usually studied in
the compute-optimal training regime (i.e., ""Chinchilla optimal"" regime);
however, in practice, models are often over-trained to reduce inference costs.
Moreover, scaling laws mostly predict loss on next-token prediction, but
ultimately models are compared based on downstream task performance. In this
paper, we address both shortcomings. To do so, we create a testbed of 104
models with 0.011B to 6.9B parameters trained with various numbers of tokens on
three data distributions. First, we investigate scaling in the over-trained
regime. We fit scaling laws that extrapolate in both the number of model
parameters and the ratio of training tokens to parameters. This enables us to
predict the validation loss of a 1.4B parameter, 900B token run (i.e.,
32$\times$ over-trained) and a 6.9B parameter, 138B token
run$\unicode{x2014}$each from experiments that take 300$\times$ less compute.
Second, we relate the perplexity of a language model to its downstream task
performance via a power law. We use this law to predict top-1 error averaged
over downstream tasks for the two aforementioned models using experiments that
take 20$\times$ less compute. Our experiments are available at
https://github.com/mlfoundations/scaling.",0
HOLMES: HOLonym-MEronym based Semantic inspection for Convolutional Image Classifiers,2403.08536v1,http://arxiv.org/abs/2403.08536v1,2024-03-13 13:51:02+00:00,"Convolutional Neural Networks (CNNs) are nowadays the model of choice in
Computer Vision, thanks to their ability to automatize the feature extraction
process in visual tasks. However, the knowledge acquired during training is
fully subsymbolic, and hence difficult to understand and explain to end users.
In this paper, we propose a new technique called HOLMES (HOLonym-MEronym based
Semantic inspection) that decomposes a label into a set of related concepts,
and provides component-level explanations for an image classification model.
Specifically, HOLMES leverages ontologies, web scraping and transfer learning
to automatically construct meronym (parts)-based detectors for a given holonym
(class). Then, it produces heatmaps at the meronym level and finally, by
probing the holonym CNN with occluded images, it highlights the importance of
each part on the classification output. Compared to state-of-the-art saliency
methods, HOLMES takes a step further and provides information about both where
and what the holonym CNN is looking at, without relying on densely annotated
datasets and without forcing concepts to be associated to single computational
units. Extensive experimental evaluation on different categories of objects
(animals, tools and vehicles) shows the feasibility of our approach. On
average, HOLMES explanations include at least two meronyms, and the ablation of
a single meronym roughly halves the holonym model confidence. The resulting
heatmaps were quantitatively evaluated using the
deletion/insertion/preservation curves. All metrics were comparable to those
achieved by GradCAM, while offering the advantage of further decomposing the
heatmap in human-understandable concepts, thus highlighting both the relevance
of meronyms to object classification, as well as HOLMES ability to capture it.
The code is available at https://github.com/FrancesC0de/HOLMES.",0
From Weak to Strong Sound Event Labels using Adaptive Change-Point Detection and Active Learning,2403.08525v1,http://arxiv.org/abs/2403.08525v1,2024-03-13 13:33:35+00:00,"In this work we propose an audio recording segmentation method based on an
adaptive change point detection (A-CPD) for machine guided weak label
annotation of audio recording segments. The goal is to maximize the amount of
information gained about the temporal activation's of the target sounds. For
each unlabeled audio recording, we use a prediction model to derive a
probability curve used to guide annotation. The prediction model is initially
pre-trained on available annotated sound event data with classes that are
disjoint from the classes in the unlabeled dataset. The prediction model then
gradually adapts to the annotations provided by the annotator in an active
learning loop. The queries used to guide the weak label annotator towards
strong labels are derived using change point detection on these probabilities.
We show that it is possible to derive strong labels of high quality even with a
limited annotation budget, and show favorable results for A-CPD when compared
to two baseline query strategies.",0
UniLiDAR: Bridge the domain gap among different LiDARs for continual learning,2403.08512v1,http://arxiv.org/abs/2403.08512v1,2024-03-13 13:23:05+00:00,"LiDAR-based 3D perception algorithms have evolved rapidly alongside the
emergence of large datasets. Nonetheless, considerable performance degradation
often ensues when models trained on a specific dataset are applied to other
datasets or real-world scenarios with different LiDAR. This paper aims to
develop a unified model capable of handling different LiDARs, enabling
continual learning across diverse LiDAR datasets and seamless deployment across
heterogeneous platforms. We observe that the gaps among datasets primarily
manifest in geometric disparities (such as variations in beams and point
counts) and semantic inconsistencies (taxonomy conflicts). To this end, this
paper proposes UniLiDAR, an occupancy prediction pipeline that leverages
geometric realignment and semantic label mapping to facilitate multiple
datasets training and mitigate performance degradation during deployment on
heterogeneous platforms. Moreover, our method can be easily combined with
existing 3D perception models. The efficacy of the proposed approach in
bridging LiDAR domain gaps is verified by comprehensive experiments on two
prominent datasets: OpenOccupancy-nuScenes and SemanticKITTI. UniLiDAR elevates
the mIoU of occupancy prediction by 15.7% and 12.5%, respectively, compared to
the model trained on the directly merged dataset. Moreover, it outperforms
several SOTA methods trained on individual datasets. We expect our research to
facilitate further study of 3D generalization, the code will be available soon.",0
